produc_id,product_name,cat_id,netto,brutto,accessories
EHRR40009032,"EHRR 400 9,0kW (3~400V) - zewn. nastawa temp.",50,426.0,523.98,
EHRR40009033,"EHRR 400 9,0kW (3~400V) - sterowanie 0-10V",50,426.0,523.98,
EHRR40012030,"EHRR 400 12,0kW (3~400V) - bez automatyki",50,330.0,405.9,
EHRR40012031,"EHRR 400 12,0kW (3~400V) - wewn. nastawa temp.",50,487.0,599.01,
EHRR40012032,"EHRR 400 12,0kW (3~400V) - zewn. nastawa temp.",50,487.0,599.01,
EHRR40012033,"EHRR 400 12,0kW (3~400V) - sterowanie 0-10V",50,487.0,599.01,
EHRR40015030,"EHRR 400 15,0kW (3~400V) - bez automatyki",50,396.0,487.08,
EHRR40015031,"EHRR 400 15,0kW (3~400V) - wewn. nastawa temp.",50,549.0,675.27,
EHRR40015032,"EHRR 400 15,0kW (3~400V) - zewn. nastawa temp.",50,549.0,675.27,
EHRR40015033,"EHRR 400 15,0kW (3~400V) - sterowanie 0-10V",50,549.0,675.27,
EHRK105009030,"EHRK 100x50 9,0kW (400V) - bez automatyki",52,,,
EHRK105009033,"EHRK 100x50 9,0kW (400V) - sterowanie 0-10V",52,,,
EHRK402006030,"EHRK 40x20 6,0kW (400V) - bez automatyki",52,333.0,409.59,
EHRK402006031,"EHRK 40x20 6,0kW (400V) - wewn. nastawa temp.",52,448.0,551.04,
EHRK402006032,"EHRK 40x20 6,0kW (400V) - zewn. nastawa temp.",52,448.0,551.04,
EHRK402006033,"EHRK 40x20 6,0kW (400V) - sterowanie 0-10V",52,448.0,551.04,
EHRK402009030,"EHRK 40x20 9,0kW (400V) - bez automatyki",52,356.0,437.88,
EHRK402009031,"EHRK 40x20 9,0kW (400V) - wewn. nastawa temp.",52,473.0,581.79,
EHRK402009032,"EHRK 40x20 9,0kW (400V) - zewn. nastawa temp.",52,473.0,581.79,
EHRK402009033,"EHRK 40x20 9,0kW (400V) - sterowanie 0-10V",52,473.0,581.79,
EHRK402012030,"EHRK 40x20 12,0kW (400V) - bez automatyki",52,399.0,490.77,
EHRK402012031,"EHRK 40x20 12,0kW (400V) - wewn. nastawa temp.",52,600.0,738.0,
EHRK402012032,"EHRK 40x20 12,0kW (400V) - zewn. nastawa temp.",52,600.0,738.0,
EHRK402012033,"EHRK 40x20 12,0kW (400V) - sterowanie 0-10V",52,600.0,738.0,
EHRK402015030,"EHRK 40x20 15,0kW (400V) - bez automatyki",52,464.0,570.72,
EHRK402015031,"EHRK 40x20 15,0kW (400V) - wewn. nastawa temp.",52,668.0,821.64,
EHRK402015032,"EHRK 40x20 15,0kW (400V) - zewn. nastawa temp.",52,668.0,821.64,
EHRK402015033,"EHRK 40x20 15,0kW (400V) - sterowanie 0-10V",52,668.0,821.64,
EHRK402021030,"EHRK 40x20 21,0kW (400V) - bez automatyki",52,546.0,671.58,
EHRK402021031,"EHRK 40x20 21,0kW (400V) - wewn. nastawa temp.",52,755.0,928.65,
EHRK402021032,"EHRK 40x20 21,0kW (400V) - zewn. nastawa temp.",52,755.0,928.65,
EHRK402021033,"EHRK 40x20 21,0kW (400V) - sterowanie 0-10V",52,755.0,928.65,
EHRK502506030,"EHRK 50x25 6,0kW (400V) - bez automatyki",52,333.0,409.59,
EHRK502506031,"EHRK 50x25 6,0kW (400V) - wewn. nastawa temp.",52,448.0,551.04,
EHRK502506032,"EHRK 50x25 6,0kW (400V) - zewn. nastawa temp.",52,448.0,551.04,
EHRK502506033,"EHRK 50x25 6,0kW (400V) - sterowanie 0-10V",52,448.0,551.04,
EHRK502509030,"EHRK 50x25 9,0kW (400V) - bez automatyki",52,347.0,426.81,
EHRK502509031,"EHRK 50x25 9,0kW (400V) - wewn. nastawa temp.",52,464.0,570.72,
EHRK502509032,"EHRK 50x25 9,0kW (400V) - zewn. nastawa temp.",52,464.0,570.72,
EHRK502509033,"EHRK 50x25 9,0kW (400V) - sterowanie 0-10V",52,464.0,570.72,
EHRK502512030,"EHRK 50x25 12,0kW (400V) - bez automatyki",52,408.0,501.84,
EHRK502512031,"EHRK 50x25 12,0kW (400V) - wewn. nastawa temp.",52,608.0,747.84,
EHRK502512032,"EHRK 50x25 12,0kW (400V) - zewn. nastawa temp.",52,608.0,747.84,
EHRK502512033,"EHRK 50x25 12,0kW (400V) - sterowanie 0-10V",52,608.0,747.84,
EHRK502515030,"EHRK 50x25 15,0kW (400V) - bez automatyki",52,483.0,594.09,
EHRK502515031,"EHRK 50x25 15,0kW (400V) - wewn. nastawa temp.",52,689.0,847.47,
EHRK502515032,"EHRK 50x25 15,0kW (400V) - zewn. nastawa temp.",52,689.0,847.47,
EHRK502515033,"EHRK 50x25 15,0kW (400V) - sterowanie 0-10V",52,689.0,847.47,
EHRK502521030,"EHRK 50x25 21,0kW (400V) - bez automatyki",52,601.0,739.23,
EHRK502521031,"EHRK 50x25 21,0kW (400V) - wewn. nastawa temp.",52,814.0,1001.22,
EHRK502521032,"EHRK 50x25 21,0kW (400V) - zewn. nastawa temp.",52,814.0,1001.22,
EHRK502521033,"EHRK 50x25 21,0kW (400V) - sterowanie 0-10V",52,814.0,1001.22,
EHRK502524030,"EHRK 50x25 24,0kW (400V) - bez automatyki",52,664.0,816.72,
EHRK502524031,"EHRK 50x25 24,0kW (400V) - wewn. nastawa temp.",52,880.0,1082.4,
EHRK502524032,"EHRK 50x25 24,0kW (400V) - zewn. nastawa temp.",52,880.0,1082.4,
EHRK502524033,"EHRK 50x25 24,0kW (400V) - sterowanie 0-10V",52,880.0,1082.4,
EHRK502536030,"EHRK 50x25 36,0kW (400V) - bez automatyki",52,878.0,1079.94,
EHRK502536031,"EHRK 50x25 36,0kW (400V) - wewn. nastawa temp.",52,1110.0,1365.3,
EHRK502536032,"EHRK 50x25 36,0kW (400V) - zewn. nastawa temp.",52,1110.0,1365.3,
EHRK502536033,"EHRK 50x25 36,0kW (400V) - sterowanie 0-10V",52,1110.0,1365.3,
EHRK502545030,"EHRK 50x25 45,0kW (400V) - bez automatyki",52,1047.0,1287.81,
EHRK502545031,"EHRK 50x25 45,0kW (400V) - wewn. nastawa temp.",52,1290.0,1586.7,
EHRK502545032,"EHRK 50x25 45,0kW (400V) - zewn. nastawa temp.",52,1290.0,1586.7,
EHRK502545033,"EHRK 50x25 45,0kW (400V) - sterowanie 0-10V",52,1290.0,1586.7,
EHRK503009030,"EHRK 50x30 9,0kW (400V) - bez automatyki",52,347.0,426.81,
EHRK503009031,"EHRK 50x30 9,0kW (400V) - wewn. nastawa temp.",52,462.0,568.26,
EHRK503009032,"EHRK 50x30 9,0kW (400V) - zewn. nastawa temp.",52,462.0,568.26,
EHRK503009033,"EHRK 50x30 9,0kW (400V) - sterowanie 0-10V",52,462.0,568.26,
EHRK503012030,"EHRK 50x30 12,0kW (400V) - bez automatyki",52,410.0,504.3,
EHRK503012031,"EHRK 50x30 12,0kW (400V) - wewn. nastawa temp.",52,610.0,750.3,
EHRK503012032,"EHRK 50x30 12,0kW (400V) - zewn. nastawa temp.",52,610.0,750.3,
EHRK503012033,"EHRK 50x30 12,0kW (400V) - sterowanie 0-10V",52,610.0,750.3,
EHRK503015030,"EHRK 50x30 15,0kW (400V) - bez automatyki",52,420.0,516.6,
EHRK503015031,"EHRK 50x30 15,0kW (400V) - wewn. nastawa temp.",52,621.0,763.83,
EHRK503015032,"EHRK 50x30 15,0kW (400V) - zewn. nastawa temp.",52,621.0,763.83,
EHRK503015033,"EHRK 50x30 15,0kW (400V) - sterowanie 0-10V",52,621.0,763.83,
EHRK503018030,"EHRK 50x30 18,0kW (400V) - bez automatyki",52,455.0,559.65,
EHRK503018031,"EHRK 50x30 18,0kW (400V) - wewn. nastawa temp.",52,659.0,810.57,
EHRK503018032,"EHRK 50x30 18,0kW (400V) - zewn. nastawa temp.",52,659.0,810.57,
EHRK503018033,"EHRK 50x30 18,0kW (400V) - sterowanie 0-10V",52,659.0,810.57,
EHRK503021030,"EHRK 50x30 21,0kW (400V) - bez automatyki",52,523.0,643.29,
EHRK503021031,"EHRK 50x30 21,0kW (400V) - wewn. nastawa temp.",52,730.0,897.9,
EHRK503021032,"EHRK 50x30 21,0kW (400V) - zewn. nastawa temp.",52,730.0,897.9,
EHRK503021033,"EHRK 50x30 21,0kW (400V) - sterowanie 0-10V",52,730.0,897.9,
EHRK503024030,"EHRK 50x30 24,0kW (400V) - bez automatyki",52,556.0,683.88,
EHRK503024031,"EHRK 50x30 24,0kW (400V) - wewn. nastawa temp.",52,767.0,943.41,
EHRK503024032,"EHRK 50x30 24,0kW (400V) - zewn. nastawa temp.",52,767.0,943.41,
EHRK503024033,"EHRK 50x30 24,0kW (400V) - sterowanie 0-10V",52,767.0,943.41,
EHRK503027030,"EHRK 50x30 27,0kW (400V) - bez automatyki",52,668.0,821.64,
EHRK503027031,"EHRK 50x30 27,0kW (400V) - wewn. nastawa temp.",52,885.0,1088.55,
EHRK503027032,"EHRK 50x30 27,0kW (400V) - zewn. nastawa temp.",52,885.0,1088.55,
EHRK503027033,"EHRK 50x30 27,0kW (400V) - sterowanie 0-10V",52,885.0,1088.55,
EHRK503030030,"EHRK 50x30 30,0kW (400V) - bez automatyki",52,703.0,864.69,
EHRK503030031,"EHRK 50x30 30,0kW (400V) - wewn. nastawa temp.",52,922.0,1134.06,
EHRK503030032,"EHRK 50x30 30,0kW (400V) - zewn. nastawa temp.",52,922.0,1134.06,
EHRK503030033,"EHRK 50x30 30,0kW (400V) - sterowanie 0-10V",52,922.0,1134.06,
EHRK503033030,"EHRK 50x30 33,0kW (400V) - bez automatyki",52,708.0,870.84,
EHRK503033031,"EHRK 50x30 33,0kW (400V) - wewn. nastawa temp.",52,927.0,1140.21,
EHRK503033032,"EHRK 50x30 33,0kW (400V) - zewn. nastawa temp.",52,927.0,1140.21,
EHRK503033033,"EHRK 50x30 33,0kW (400V) - sterowanie 0-10V",52,927.0,1140.21,
EHRK503036030,"EHRK 50x30 36,0kW (400V) - bez automatyki",52,777.0,955.71,
EHRK503036031,"EHRK 50x30 36,0kW (400V) - wewn. nastawa temp.",52,1002.0,1232.46,
EHRK503036032,"EHRK 50x30 36,0kW (400V) - zewn. nastawa temp.",52,1002.0,1232.46,
EHRK503036033,"EHRK 50x30 36,0kW (400V) - sterowanie 0-10V",52,1002.0,1232.46,
EHRK503042030,"EHRK 50x30 42,0kW (400V) - bez automatyki",52,849.0,1044.27,
EHRK503042031,"EHRK 50x30 42,0kW (400V) - wewn. nastawa temp.",52,1079.0,1327.17,
EHRK503042032,"EHRK 50x30 42,0kW (400V) - zewn. nastawa temp.",52,1079.0,1327.17,
EHRK503042033,"EHRK 50x30 42,0kW (400V) - sterowanie 0-10V",52,1079.0,1327.17,
EHRK503045030,"EHRK 50x30 45,0kW (400V) - bez automatyki",52,913.0,1122.99,
EHRK503045031,"EHRK 50x30 45,0kW (400V) - wewn. nastawa temp.",52,1145.0,1408.35,
EHRK503045032,"EHRK 50x30 45,0kW (400V) - zewn. nastawa temp.",52,1145.0,1408.35,
EHRK503045033,"EHRK 50x30 45,0kW (400V) - sterowanie 0-10V",52,1145.0,1408.35,
EHRK603009030,"EHRK 60x30 9,0kW (400V) - bez automatyki",52,330.0,405.9,
EHRK603009031,"EHRK 60x30 9,0kW (400V) - wewn. nastawa temp.",52,445.0,547.35,
EHRK603009032,"EHRK 60x30 9,0kW (400V) - zewn. nastawa temp.",52,445.0,547.35,
EHRK603009033,"EHRK 60x30 9,0kW (400V) - sterowanie 0-10V",52,445.0,547.35,
EHRK603012030,"EHRK 60x30 12,0kW (400V) - bez automatyki",52,394.0,484.62,
EHRK603012031,"EHRK 60x30 12,0kW (400V) - wewn. nastawa temp.",52,595.0,731.85,
EHRK603012032,"EHRK 60x30 12,0kW (400V) - zewn. nastawa temp.",52,595.0,731.85,
EHRK603012033,"EHRK 60x30 12,0kW (400V) - sterowanie 0-10V",52,595.0,731.85,
EHRK603015030,"EHRK 60x30 15,0kW (400V) - bez automatyki",52,427.0,525.21,
EHRK603015031,"EHRK 60x30 15,0kW (400V) - wewn. nastawa temp.",52,629.0,773.67,
EHRK603015032,"EHRK 60x30 15,0kW (400V) - zewn. nastawa temp.",52,629.0,773.67,
EHRK603015033,"EHRK 60x30 15,0kW (400V) - sterowanie 0-10V",52,629.0,773.67,
EHRK603018030,"EHRK 60x30 18,0kW (400V) - bez automatyki",52,464.0,570.72,
EHRK603018031,"EHRK 60x30 18,0kW (400V) - wewn. nastawa temp.",52,668.0,821.64,
EHRK603018032,"EHRK 60x30 18,0kW (400V) - zewn. nastawa temp.",52,668.0,821.64,
EHRK603018033,"EHRK 60x30 18,0kW (400V) - sterowanie 0-10V",52,668.0,821.64,
EHRK603021030,"EHRK 60x30 21,0kW (400V) - bez automatyki",52,530.0,651.9,
EHRK603021031,"EHRK 60x30 21,0kW (400V) - wewn. nastawa temp.",52,737.0,906.51,
EHRK603021032,"EHRK 60x30 21,0kW (400V) - zewn. nastawa temp.",52,737.0,906.51,
EHRK603021033,"EHRK 60x30 21,0kW (400V) - sterowanie 0-10V",52,737.0,906.51,
EHRK603024030,"EHRK 60x30 24,0kW (400V) - bez automatyki",52,563.0,692.49,
EHRK603024031,"EHRK 60x30 24,0kW (400V) - wewn. nastawa temp.",52,774.0,952.02,
EHRK603024032,"EHRK 60x30 24,0kW (400V) - zewn. nastawa temp.",52,774.0,952.02,
EHRK603024033,"EHRK 60x30 24,0kW (400V) - sterowanie 0-10V",52,774.0,952.02,
EHRK603027030,"EHRK 60x30 27,0kW (400V) - bez automatyki",52,636.0,782.28,
EHRK603027031,"EHRK 60x30 27,0kW (400V) - wewn. nastawa temp.",52,851.0,1046.73,
EHRK603027032,"EHRK 60x30 27,0kW (400V) - zewn. nastawa temp.",52,851.0,1046.73,
EHRK603027033,"EHRK 60x30 27,0kW (400V) - sterowanie 0-10V",52,851.0,1046.73,
EHRK603030030,"EHRK 60x30 30,0kW (400V) - bez automatyki",52,678.0,833.94,
EHRK603030031,"EHRK 60x30 30,0kW (400V) - wewn. nastawa temp.",52,896.0,1102.08,
EHRK603030032,"EHRK 60x30 30,0kW (400V) - zewn. nastawa temp.",52,896.0,1102.08,
EHRK603030033,"EHRK 60x30 30,0kW (400V) - sterowanie 0-10V",52,896.0,1102.08,
EHRK603033030,"EHRK 60x30 33,0kW (400V) - bez automatyki",52,713.0,876.99,
EHRK603033031,"EHRK 60x30 33,0kW (400V) - wewn. nastawa temp.",52,934.0,1148.82,
EHRK603033032,"EHRK 60x30 33,0kW (400V) - zewn. nastawa temp.",52,934.0,1148.82,
EHRK603033033,"EHRK 60x30 33,0kW (400V) - sterowanie 0-10V",52,934.0,1148.82,
EHRK603036030,"EHRK 60x30 36,0kW (400V) - bez automatyki",52,805.0,990.15,
EHRK603036031,"EHRK 60x30 36,0kW (400V) - wewn. nastawa temp.",52,1032.0,1269.36,
EHRK603036032,"EHRK 60x30 36,0kW (400V) - zewn. nastawa temp.",52,1032.0,1269.36,
EHRK603036033,"EHRK 60x30 36,0kW (400V) - sterowanie 0-10V",52,1032.0,1269.36,
EHRK603042030,"EHRK 60x30 42,0kW (400V) - bez automatyki",52,910.0,1119.3,
EHRK603042031,"EHRK 60x30 42,0kW (400V) - wewn. nastawa temp.",52,1143.0,1405.89,
EHRK603042032,"EHRK 60x30 42,0kW (400V) - zewn. nastawa temp.",52,1143.0,1405.89,
EHRK603042033,"EHRK 60x30 42,0kW (400V) - sterowanie 0-10V",52,1143.0,1405.89,
EHRK603045030,"EHRK 60x30 45,0kW (400V) - bez automatyki",52,973.0,1196.79,
EHRK603045031,"EHRK 60x30 45,0kW (400V) - wewn. nastawa temp.",52,1211.0,1489.53,
EHRK603045032,"EHRK 60x30 45,0kW (400V) - zewn. nastawa temp.",52,1211.0,1489.53,
EHRK603045033,"EHRK 60x30 45,0kW (400V) - sterowanie 0-10V",52,1211.0,1489.53,
EHRK603509030,"EHRK 60x35 9,0kW (400V) - bez automatyki",52,340.0,418.2,
EHRK603509031,"EHRK 60x35 9,0kW (400V) - wewn. nastawa temp.",52,455.0,559.65,
EHRK603509032,"EHRK 60x35 9,0kW (400V) - zewn. nastawa temp.",52,455.0,559.65,
EHRK603509033,"EHRK 60x35 9,0kW (400V) - sterowanie 0-10V",52,455.0,559.65,
EHRK603512030,"EHRK 60x35 12,0kW (400V) - bez automatyki",52,417.0,512.91,
EHRK603512031,"EHRK 60x35 12,0kW (400V) - wewn. nastawa temp.",52,619.0,761.37,
EHRK603512032,"EHRK 60x35 12,0kW (400V) - zewn. nastawa temp.",52,619.0,761.37,
EHRK603512033,"EHRK 60x35 12,0kW (400V) - sterowanie 0-10V",52,619.0,761.37,
EHRK603515030,"EHRK 60x35 15,0kW (400V) - bez automatyki",52,438.0,538.74,
EHRK603515031,"EHRK 60x35 15,0kW (400V) - wewn. nastawa temp.",52,640.0,787.2,
EHRK603515032,"EHRK 60x35 15,0kW (400V) - zewn. nastawa temp.",52,640.0,787.2,
EHRK603515033,"EHRK 60x35 15,0kW (400V) - sterowanie 0-10V",52,640.0,787.2,
EHRK603518030,"EHRK 60x35 18,0kW (400V) - bez automatyki",52,474.0,583.02,
EHRK603518031,"EHRK 60x35 18,0kW (400V) - wewn. nastawa temp.",52,678.0,833.94,
EHRK603518032,"EHRK 60x35 18,0kW (400V) - zewn. nastawa temp.",52,678.0,833.94,
EHRK603518033,"EHRK 60x35 18,0kW (400V) - sterowanie 0-10V",52,678.0,833.94,
EHRK603521030,"EHRK 60x35 21,0kW (400V) - bez automatyki",52,539.0,662.97,
EHRK603521031,"EHRK 60x35 21,0kW (400V) - wewn. nastawa temp.",52,746.0,917.58,
EHRK603521032,"EHRK 60x35 21,0kW (400V) - zewn. nastawa temp.",52,746.0,917.58,
EHRK603521033,"EHRK 60x35 21,0kW (400V) - sterowanie 0-10V",52,746.0,917.58,
EHRK603524030,"EHRK 60x35 24,0kW (400V) - bez automatyki",52,572.0,703.56,
EHRK603524031,"EHRK 60x35 24,0kW (400V) - wewn. nastawa temp.",52,783.0,963.09,
EHRK603524032,"EHRK 60x35 24,0kW (400V) - zewn. nastawa temp.",52,783.0,963.09,
EHRK603524033,"EHRK 60x35 24,0kW (400V) - sterowanie 0-10V",52,783.0,963.09,
EHRK603527030,"EHRK 60x35 27,0kW (400V) - bez automatyki",52,652.0,801.96,
EHRK603527031,"EHRK 60x35 27,0kW (400V) - wewn. nastawa temp.",52,868.0,1067.64,
EHRK603527032,"EHRK 60x35 27,0kW (400V) - zewn. nastawa temp.",52,868.0,1067.64,
EHRK603527033,"EHRK 60x35 27,0kW (400V) - sterowanie 0-10V",52,868.0,1067.64,
EHRK603530030,"EHRK 60x35 30,0kW (400V) - bez automatyki",52,687.0,845.01,
EHRK603530031,"EHRK 60x35 30,0kW (400V) - wewn. nastawa temp.",52,906.0,1114.38,
EHRK603530032,"EHRK 60x35 30,0kW (400V) - zewn. nastawa temp.",52,906.0,1114.38,
EHRK603530033,"EHRK 60x35 30,0kW (400V) - sterowanie 0-10V",52,906.0,1114.38,
EHRK603533030,"EHRK 60x35 33,0kW (400V) - bez automatyki",52,744.0,915.12,
EHRK603533031,"EHRK 60x35 33,0kW (400V) - wewn. nastawa temp.",52,966.0,1188.18,
EHRK603533032,"EHRK 60x35 33,0kW (400V) - zewn. nastawa temp.",52,966.0,1188.18,
EHRK603533033,"EHRK 60x35 33,0kW (400V) - sterowanie 0-10V",52,966.0,1188.18,
EHRK603536030,"EHRK 60x35 36,0kW (400V) - bez automatyki",52,811.0,997.53,
EHRK603536031,"EHRK 60x35 36,0kW (400V) - wewn. nastawa temp.",52,1037.0,1275.51,
EHRK603536032,"EHRK 60x35 36,0kW (400V) - zewn. nastawa temp.",52,1037.0,1275.51,
EHRK603536033,"EHRK 60x35 36,0kW (400V) - sterowanie 0-10V",52,1037.0,1275.51,
EHRK603542030,"EHRK 60x35 42,0kW (400V) - bez automatyki",52,887.0,1091.01,
EHRK603542031,"EHRK 60x35 42,0kW (400V) - wewn. nastawa temp.",52,1119.0,1376.37,
EHRK603542032,"EHRK 60x35 42,0kW (400V) - zewn. nastawa temp.",52,1119.0,1376.37,
EHRK603542033,"EHRK 60x35 42,0kW (400V) - sterowanie 0-10V",52,1119.0,1376.37,
EHRK603545030,"EHRK 60x35 45,0kW (400V) - bez automatyki",52,960.0,1180.8,
EHRK603545031,"EHRK 60x35 45,0kW (400V) - wewn. nastawa temp.",52,1196.0,1471.08,
EHRK603545032,"EHRK 60x35 45,0kW (400V) - zewn. nastawa temp.",52,1196.0,1471.08,
EHRK603545033,"EHRK 60x35 45,0kW (400V) - sterowanie 0-10V",52,1196.0,1471.08,
EHRK704009030,"EHRK 70x40 9,0kW (400V) - bez automatyki",52,406.0,499.38,
EHRK704009031,"EHRK 70x40 9,0kW (400V) - wewn. nastawa temp.",52,527.0,648.21,
EHRK704009032,"EHRK 70x40 9,0kW (400V) - zewn. nastawa temp.",52,527.0,648.21,
EHRK704009033,"EHRK 70x40 9,0kW (400V) - sterowanie 0-10V",52,527.0,648.21,
EHRK704012030,"EHRK 70x40 12,0kW (400V) - bez automatyki",52,466.0,573.18,
EHRK704012031,"EHRK 70x40 12,0kW (400V) - wewn. nastawa temp.",52,669.0,822.87,
EHRK704012032,"EHRK 70x40 12,0kW (400V) - zewn. nastawa temp.",52,669.0,822.87,
EHRK704012033,"EHRK 70x40 12,0kW (400V) - sterowanie 0-10V",52,669.0,822.87,
EHRK704015030,"EHRK 70x40 15,0kW (400V) - bez automatyki",52,500.0,615.0,
EHRK704015031,"EHRK 70x40 15,0kW (400V) - wewn. nastawa temp.",52,706.0,868.38,
EHRK704015032,"EHRK 70x40 15,0kW (400V) - zewn. nastawa temp.",52,706.0,868.38,
EHRK704015033,"EHRK 70x40 15,0kW (400V) - sterowanie 0-10V",52,706.0,868.38,
EHRK704018030,"EHRK 70x40 18,0kW (400V) - bez automatyki",52,542.0,666.66,
EHRK704018031,"EHRK 70x40 18,0kW (400V) - wewn. nastawa temp.",52,751.0,923.73,
EHRK704018032,"EHRK 70x40 18,0kW (400V) - zewn. nastawa temp.",52,751.0,923.73,
EHRK704018033,"EHRK 70x40 18,0kW (400V) - sterowanie 0-10V",52,751.0,923.73,
EHRK704021030,"EHRK 70x40 21,0kW (400V) - bez automatyki",52,601.0,739.23,
EHRK704021031,"EHRK 70x40 21,0kW (400V) - wewn. nastawa temp.",52,814.0,1001.22,
EHRK704021032,"EHRK 70x40 21,0kW (400V) - zewn. nastawa temp.",52,814.0,1001.22,
EHRK704021033,"EHRK 70x40 21,0kW (400V) - sterowanie 0-10V",52,814.0,1001.22,
EHRK704024030,"EHRK 70x40 24,0kW (400V) - bez automatyki",52,612.0,752.76,
EHRK704024031,"EHRK 70x40 24,0kW (400V) - wewn. nastawa temp.",52,826.0,1015.98,
EHRK704024032,"EHRK 70x40 24,0kW (400V) - zewn. nastawa temp.",52,826.0,1015.98,
EHRK704024033,"EHRK 70x40 24,0kW (400V) - sterowanie 0-10V",52,826.0,1015.98,
EHRK704027030,"EHRK 70x40 27,0kW (400V) - bez automatyki",52,676.0,831.48,
EHRK704027031,"EHRK 70x40 27,0kW (400V) - wewn. nastawa temp.",52,894.0,1099.62,
EHRK704027032,"EHRK 70x40 27,0kW (400V) - zewn. nastawa temp.",52,894.0,1099.62,
EHRK704027033,"EHRK 70x40 27,0kW (400V) - sterowanie 0-10V",52,894.0,1099.62,
EHRK704030030,"EHRK 70x40 30,0kW (400V) - bez automatyki",52,711.0,874.53,
EHRK704030031,"EHRK 70x40 30,0kW (400V) - wewn. nastawa temp.",52,931.0,1145.13,
EHRK704030032,"EHRK 70x40 30,0kW (400V) - zewn. nastawa temp.",52,931.0,1145.13,
EHRK704030033,"EHRK 70x40 30,0kW (400V) - sterowanie 0-10V",52,931.0,1145.13,
EHRK704033030,"EHRK 70x40 33,0kW (400V) - bez automatyki",52,748.0,920.04,
EHRK704033031,"EHRK 70x40 33,0kW (400V) - wewn. nastawa temp.",52,969.0,1191.87,
EHRK704033032,"EHRK 70x40 33,0kW (400V) - zewn. nastawa temp.",52,969.0,1191.87,
EHRK704033033,"EHRK 70x40 33,0kW (400V) - sterowanie 0-10V",52,969.0,1191.87,
EHRK704036030,"EHRK 70x40 36,0kW (400V) - bez automatyki",52,814.0,1001.22,
EHRK704036031,"EHRK 70x40 36,0kW (400V) - wewn. nastawa temp.",52,1040.0,1279.2,
EHRK704036032,"EHRK 70x40 36,0kW (400V) - zewn. nastawa temp.",52,1040.0,1279.2,
EHRK704036033,"EHRK 70x40 36,0kW (400V) - sterowanie 0-10V",52,1040.0,1279.2,
EHRK704042030,"EHRK 70x40 42,0kW (400V) - bez automatyki",52,910.0,1119.3,
EHRK704042031,"EHRK 70x40 42,0kW (400V) - wewn. nastawa temp.",52,1143.0,1405.89,
EHRK704042032,"EHRK 70x40 42,0kW (400V) - zewn. nastawa temp.",52,1143.0,1405.89,
EHRK704042033,"EHRK 70x40 42,0kW (400V) - sterowanie 0-10V",52,1143.0,1405.89,
EHRK704045030,"EHRK 70x40 45,0kW (400V) - bez automatyki",52,977.0,1201.71,
EHRK704045031,"EHRK 70x40 45,0kW (400V) - wewn. nastawa temp.",52,1211.0,1489.53,
EHRK704045032,"EHRK 70x40 45,0kW (400V) - zewn. nastawa temp.",52,1211.0,1489.53,
EHRK704045033,"EHRK 70x40 45,0kW (400V) - sterowanie 0-10V",52,1211.0,1489.53,
EHRK704051030,"EHRK 70x40 51,0kW (400V) - bez automatyki",52,1075.0,1322.25,
EHRK704051031,"EHRK 70x40 51,0kW (400V) - wewn. nastawa temp.",52,1319.0,1622.37,
EHRK704051032,"EHRK 70x40 51,0kW (400V) - zewn. nastawa temp.",52,1319.0,1622.37,
EHRK704051033,"EHRK 70x40 51,0kW (400V) - sterowanie 0-10V",52,1319.0,1622.37,
EHRK704060030,"EHRK 70x40 60,0kW (400V) - bez automatyki",52,1211.0,1489.53,
EHRK704060031,"EHRK 70x40 60,0kW (400V) - wewn. nastawa temp.",52,1464.0,1800.72,
EHRK704060032,"EHRK 70x40 60,0kW (400V) - zewn. nastawa temp.",52,1464.0,1800.72,
EHRK704060033,"EHRK 70x40 60,0kW (400V) - sterowanie 0-10V",52,1464.0,1800.72,
EHRK704066030,"EHRK 70x40 66,0kW (400V) - bez automatyki",52,1298.0,1596.54,
EHRK704066031,"EHRK 70x40 66,0kW (400V) - wewn. nastawa temp.",52,1556.0,1913.88,
EHRK704066032,"EHRK 70x40 66,0kW (400V) - zewn. nastawa temp.",52,1556.0,1913.88,
EHRK704066033,"EHRK 70x40 66,0kW (400V) - sterowanie 0-10V",52,1556.0,1913.88,
EHRK704075030,"EHRK 70x40 75,0kW (400V) - bez automatyki",52,1488.0,1830.24,
EHRK704075031,"EHRK 70x40 75,0kW (400V) - wewn. nastawa temp.",52,1760.0,2164.8,
EHRK704075032,"EHRK 70x40 75,0kW (400V) - zewn. nastawa temp.",52,1760.0,2164.8,
EHRK704075033,"EHRK 70x40 75,0kW (400V) - sterowanie 0-10V",52,1760.0,2164.8,
EHRK805009030,"EHRK 80x50 9,0kW (400V) - bez automatyki",52,380.0,467.4,
EHRK805009031,"EHRK 80x50 9,0kW (400V) - wewn. nastawa temp.",52,499.0,613.77,
EHRK805009032,"EHRK 80x50 9,0kW (400V) - zewn. nastawa temp.",52,499.0,613.77,
EHRK805009033,"EHRK 80x50 9,0kW (400V) - sterowanie 0-10V",52,499.0,613.77,
EHRK805012030,"EHRK 80x50 12,0kW (400V) - bez automatyki",52,445.0,547.35,
EHRK805012031,"EHRK 80x50 12,0kW (400V) - wewn. nastawa temp.",52,647.0,795.81,
EHRK805012032,"EHRK 80x50 12,0kW (400V) - zewn. nastawa temp.",52,647.0,795.81,
